MassProfiler(10.0.2.200) 12/11/2024 14:27:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source: all features in the table,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816 of 1816 Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,QC,QC,QC,QC,QC,QC,SampA,SampB,SampC,SampD,SampE,SampF
1479,0.382,0.001,33.87,0.029,274.54,0.23,393.1002,0.0001,0.0000046,4.28,-1,2,2,89.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1480,0.254,,36.088,,291.22,,463.2306,,0.0000045,6,-1,2,1,92.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1481,0.139,0.109,22.949,0.022,189.14,0.18,237.9154,0.0002,0.0000045,3.46,-1,3,4,82.4,,FALSE,0.001,0.001,0.001,4997.711,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1482,1.965,,32.936,,266.67,,403.1859,,0.0000045,6,-1,2,1,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1483,0.561,0.005,25.982,0.047,212.48,0.39,288.9259,0.0005,0.0000045,2.97,-1,3,4,80.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1484,0.819,,27.17,,224.88,,229.12,,0.0000045,6,-1,2,1,90.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1485,0.883,0.001,40.524,0.029,324.64,0.23,650.2588,0.0002,0.0000045,4.23,-1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1486,0.408,,46.972,,399.85,,159.9394,,0.0000045,6,-1,3,1,96.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1487,3.403,,24.583,,197.66,,452.8174,,0.0000045,6,-1,2,1,81.7,,FALSE,21725.27,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1488,0.338,,27.542,,228.21,,225.1116,,0.0000044,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1489,0.486,,31.112,,254.92,,290.1764,,0.0000044,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1490,2.85,0.017,32.173,0.02,263,0.16,309.0625,0.0001,0.0000044,4.19,-1,2,2,96.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1491,0.51,,30.538,,251.13,,266.804,,0.0000044,6,-1,5,1,93.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1492,0.64,0.104,23.551,0.136,207.13,1.21,102.9573,0.0002,0.0000043,3.93,-1,3,3,92.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1493,0.041,0.002,21.725,0.045,180.46,0.38,203.9459,0.0004,0.0000043,4.42,-1,3,2,82.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1494,0.378,0.006,38.788,0.027,311.97,0.22,537.2685,0,0.0000043,4.22,-1,2,2,85.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1495,0.752,0.005,50.514,0.04,403.98,0.32,774.4842,0.0002,0.0000043,4.19,-1,2,2,81.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1496,2.527,0.023,22.327,0.031,184.06,0.26,234.8721,0.0011,0.0000043,4.92,-1,3,2,84.1,,FALSE,0.001,0.001,0.001,17357.99,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1497,0.708,,26.148,,216.12,,232.9244,,0.0000042,6,-1,3,1,80.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1498,0.559,0.065,31.541,0.179,268.77,1.54,150.8869,0.0002,0.0000042,4.33,-1,5,2,85.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1499,2.437,0.004,41.97,0.065,336.55,0.52,629.2706,0.0006,0.0000042,4.43,-1,2,2,89.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1500,0.291,,25.357,,206.95,,300.9127,,0.0000042,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1501,2.156,,37.145,,298.94,,516.1953,,0.0000042,6,-1,2,1,94.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1502,0.405,0.007,50.993,0.001,407.19,0.01,851.4503,0.0009,0.0000042,4.24,-1,2,2,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1503,2.527,0.147,25.587,0.027,209.18,0.22,289.9514,0.0005,0.0000042,4.26,-1,2,2,96.7,,FALSE,0.001,8780.711,0.001,0.001,0.001,0.001,14134.89,0.001,0.001,0.001,0.001,0.001
1504,0.35,,29.768,,244.63,,269.2123,,0.0000041,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1505,0.806,,47.723,,382.19,,702.4327,,0.0000041,6,-1,2,1,82.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22633.07,0.001,0.001
1506,0.502,,47.593,,381.89,,637.4789,,0.0000041,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,20928.01,0.001,0.001,0.001,0.001
1507,0.788,0.115,25.074,0.14,206.76,1.17,240.9452,0.0002,0.0000041,3.9,-1,3,3,88.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1508,0.267,,35.01,,283,,433.2185,,0.0000041,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1509,0.757,0.001,47.182,0.021,377.83,0.17,702.6795,0,0.0000041,4.33,-1,2,2,90.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1510,3.254,0.178,22.864,0.029,189.28,0.25,218.9178,0.0002,0.0000041,3.38,-1,3,3,88.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7110.065
1511,0.362,0.003,43.066,0.104,345.39,0.84,631.3191,0.0003,0.0000041,4.58,-1,2,2,98.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1512,2.873,0.071,21.921,0.077,183.93,0.66,174.9828,0.0004,0.000004,4.02,-1,3,3,87.5,,FALSE,0.001,0.001,0.001,0.001,4344.059,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1513,0.822,,23.069,,192.97,,185.0452,,0.000004,6,-1,3,1,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1514,0.573,,31.988,,260.93,,325.0411,,0.000004,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1515,1.447,0.017,23.897,0.043,200.22,0.37,181.9555,0.0006,0.000004,2.51,-1,3,6,94.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1516,0.502,0.025,55.98,0.163,502.04,1.47,92.929,0.0001,0.000004,2.12,-1,5,8,88,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,3403.208,2941.009,0.001,0.001,2983.222,0.001
1517,0.282,0.006,33.689,0.068,274.5,0.56,339.208,0.0004,0.0000039,4.19,-1,2,2,86.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11331.96,0.001,0.001,0.001
1518,0.117,0.028,27.63,0.019,224.66,0.16,338.9081,0.0005,0.0000039,2.86,-1,3,5,86.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,7085.866,0.001,0.001,0.001,0.001,0.001
1519,2.429,0.152,21.915,0.004,182.17,0.04,201.9512,0.0001,0.0000039,4.24,-1,3,2,94.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1520,0.581,,26.122,,212.81,,316.8887,,0.0000039,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1521,1.498,0.043,17.818,0.078,154.79,0.69,111.0008,0.0001,0.0000039,4.18,-1,3,2,82.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1522,0.829,0.012,20.884,0.06,177.28,0.52,148.0078,0.0001,0.0000039,3.38,-1,5,3,94.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1523,1.057,,39.978,,326.66,,328.2244,,0.0000039,6,-1,2,1,86.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1524,0.281,,37.321,,301.6,,445.2555,,0.0000038,6,-1,2,1,89,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1525,3.372,,19.869,,167.45,,160.9718,,0.0000038,6,-1,3,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,18632.9,0.001,0.001,0.001,0.001,0.001,0.001
1526,0.364,,43.083,,345.52,,631.3185,,0.0000038,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1527,2.515,,20.867,,174.95,,174.955,,0.0000038,6,-1,3,1,89,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1528,0.386,0.004,45.573,0.034,365.1,0.28,679.3763,0.0011,0.0000038,4.41,-1,2,2,98.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1529,0.483,,30.876,,250.26,,383.0137,,0.0000038,6,-1,3,1,83,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,21843.75,0.001,0.001,0.001,0.001,0.001
1530,0.539,0.025,34.426,0.24,283.35,2,268.8008,0.0002,0.0000038,3.21,-1,3,4,91.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2181.898,0.001,0.001,0.001
1531,1.659,,43.739,,350.81,,633.3263,,0.0000038,6,-1,2,1,96.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1532,0.569,0.012,46.543,0.058,401.62,0.5,134.895,0.0002,0.0000038,4.8,-1,3,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1533,0.591,,17.637,,156.17,,92.9288,,0.0000038,6,-1,3,1,85.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1534,2.627,,24.337,,200.61,,240.8711,,0.0000038,6,-1,3,1,99.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1535,1.122,,48.523,,388.34,,732.4864,,0.0000038,6,-1,2,1,83.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,19224.24,0.001,0.001,0.001,0.001
1536,0.54,0.044,31.176,0.156,265.63,1.34,150.8868,0.0002,0.0000037,2.98,-1,5,4,88.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3221.72,0.001,0.001,0.001
1537,3.453,0.013,23.796,0.063,196.08,0.52,240.9455,0.0006,0.0000037,4.47,-1,3,2,83.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1538,2.253,,36.858,,297.64,,455.2553,,0.0000037,6,-1,2,1,94.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1539,0.25,0.004,41.685,0.287,366,2.54,110.9752,0.0005,0.0000037,4.88,-1,3,2,82.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,4355.979,0.001,0.001,0.001,16998.44,0.001
1540,2.845,,23.045,,193.51,,174.9258,,0.0000037,6,-1,3,1,90.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1541,0.584,,24.3,,200.61,,233.9759,,0.0000037,6,-1,3,1,93,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1542,0.359,,32.451,,263.02,,389.1272,,0.0000037,6,-1,2,1,89,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1543,0.339,,26.094,,216.75,,213.0557,,0.0000036,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,17915.71,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1544,3.127,0.112,22.859,0.024,190.43,0.21,196.9367,0.0005,0.0000036,2.95,-1,3,4,86.2,,FALSE,5359.892,0.001,0.001,0.001,0.001,3891.903,0.001,0.001,0.001,0.001,0.001,0.001
1545,1.525,0.009,43.211,0.003,346.73,0.03,617.2779,0.0011,0.0000036,4.32,-1,2,2,91.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1546,1.124,0.006,36.923,0.068,297.56,0.55,489.2725,0.0002,0.0000036,4.18,-1,2,2,91.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1547,0.176,0.082,27.724,0.117,226.98,0.97,286.9361,0.0004,0.0000036,3.38,-1,3,4,86,,FALSE,0.001,0.001,0.001,0.001,0.001,8844.84,0.001,0.001,0.001,0.001,0.001,0.001
1548,0.61,,35.859,,290.05,,427.2621,,0.0000036,6,-1,3,1,98.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1549,0.518,0.075,18.261,0.131,161.8,1.18,92.929,0.0002,0.0000036,2.57,-1,7,6,87.5,,FALSE,0.001,0.001,0.001,0.001,2289.497,0.001,1467.595,0.001,0.001,0.001,3640.244,0.001
1550,1.149,,21.37,,179.98,,164.9846,,0.0000036,6,-1,3,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1551,3.204,0,24.575,0.027,202.42,0.22,244.9091,0.0014,0.0000036,4.23,-1,3,2,80.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1552,0.607,,34.833,,282.3,,398.169,,0.0000036,6,-1,2,1,92,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1553,0.487,,27.843,,247.62,,94.926,,0.0000035,6,-1,3,1,81.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1554,3.276,0.16,22.944,0.01,191.22,0.09,195.923,0,0.0000035,4.84,-1,3,2,82.4,,FALSE,0.001,14390.16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1555,3.374,,28.589,,231.91,,364.8493,,0.0000035,6,-1,2,1,82,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1556,0.497,,23.568,,195.5,,213.0166,,0.0000035,6,-1,3,1,96.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1557,2.872,,33.457,,270.09,,446.0052,,0.0000035,6,-1,2,1,94.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1558,0.105,0.027,21.562,0.09,181.7,0.77,163.9876,0.0007,0.0000035,3.46,-1,3,3,94,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1559,0.313,,26.733,,220.24,,249.0542,,0.0000035,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1560,0.5,,46.914,,376.21,,653.6359,,0.0000034,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,17506.58,0.001,0.001,0.001,0.001
1561,1.223,,32.889,,267.49,,354.0655,,0.0000034,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1562,0.801,0.038,23.855,0.077,196.58,0.64,240.9457,0.0004,0.0000034,3.5,-1,3,4,85.3,,FALSE,0.001,0.001,8826.235,0.001,0.001,0.001,0.001,0.001,0.001,2762.564,1368.585,5334.123
1563,3.063,,28.064,,226.97,,395.8687,,0.0000034,6,-1,2,1,80.2,,FALSE,0.001,0.001,0.001,0.001,16603.09,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1564,3.19,0.014,29.345,0.011,240.45,0.09,286.0779,0.0011,0.0000034,4.31,-1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11959.76
1565,0.367,,23.064,,194.82,,160.9915,,0.0000033,6,-1,3,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1566,0.508,0.119,21.605,0.036,182.08,0.31,163.9876,0.0007,0.0000033,3.68,-1,3,3,96.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,2687,0.001,0.001,0.001,0.001,7129.058
1567,3.186,0.08,24.805,0.155,204.34,1.29,244.8748,0.0006,0.0000032,3.15,-1,3,4,89.2,,FALSE,0.001,0.001,0.001,0.001,0.001,5400.885,0.001,3643.959,0.001,0.001,0.001,0.001
1568,0.255,,46.316,,369.67,,841.2069,,0.0000032,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1569,1.715,,39.762,,319.2,,587.269,,0.0000032,6,-1,2,1,87.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1570,2.843,,31.674,,254.95,,484.8445,,0.0000032,6,-1,2,1,97.1,,FALSE,0.001,0.001,0.001,0.001,0.001,15380.41,0.001,0.001,0.001,0.001,0.001,0.001
1571,1.863,0.138,26.069,0.053,212.4,0.44,315.8939,0.001,0.0000032,2.84,-1,3,5,96,,FALSE,0.001,0.001,1544.317,0.001,0.001,3447.568,0.001,0.001,0.001,0.001,0.001,0.001
1572,0.249,0.001,44.716,0.084,357.13,0.67,797.183,0.0021,0.0000031,4.33,-1,2,2,87.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1573,0.791,,26.713,,220.69,,236.0929,,0.0000031,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1574,2.858,0.022,28.272,0.087,230.27,0.71,326.8513,0.0004,0.0000031,4.18,-1,3,2,89.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1575,1.144,,42.362,,339.07,,691.5403,,0.0000031,6,-1,2,1,97.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1576,0.853,,27.118,,221.38,,304.9788,,0.0000031,6,-1,2,1,96.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1577,0.324,,21.814,,183.02,,174.9825,,0.0000031,6,-1,3,1,89.5,,FALSE,0.001,0.001,0.001,0.001,15043.68,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1578,0.595,0.064,35.738,0.288,319.44,2.6,92.9288,0.0003,0.000003,4.21,-1,3,3,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1579,3.409,0.022,23.522,0.01,193.97,0.08,236.9187,0.0005,0.000003,4.52,-1,3,2,88.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,12932.23,0.001,0.001,0.001
1580,2.384,,29.206,,238.34,,314.1024,,0.000003,6,-1,2,1,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1581,3.434,0.058,27.556,0.008,224.05,0.06,338.9057,0.001,0.000003,4.27,-1,3,2,83,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1582,1.694,0.168,19.708,0.009,163.55,0.08,201.9185,0.0009,0.000003,3.5,-1,3,3,84.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1583,2.934,0.088,27.828,0.186,227.06,1.54,310.8763,0.0008,0.0000029,3.25,-1,3,4,90.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1584,0.436,,49.522,,396.36,,735.515,,0.0000029,6,-1,2,1,83.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1585,0.315,,33.602,,271.99,,409.1089,,0.0000029,6,-1,2,1,89.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1586,2.506,,21.919,,180.57,,236.8725,,0.0000029,6,-1,7,1,91.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,16566.38,0.001,0.001,0.001,0.001,0.001
1587,0.819,,31.741,,265.92,,192.0341,,0.0000029,6,-1,2,1,88,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1588,0.552,,33.947,,292.32,,134.0481,,0.0000029,6,-1,2,1,96.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1589,0.434,,23.782,,197.64,,206.997,,0.0000028,6,-1,5,1,93,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1590,0.692,0.011,30.799,0.258,271.77,2.3,102.9573,0.0001,0.0000028,4.47,-1,3,2,80.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1591,0.206,,8.198,,64.33,,413.9704,,0.0000028,6,-1,2,1,80.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,15286.79,0.001,0.001
1592,2.62,,24.362,,198.4,,312.8597,,0.0000028,6,-1,3,1,83.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1593,0.577,,35.212,,284.51,,440.1061,,0.0000028,6,-1,2,1,92.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1594,0.496,0.011,36.639,0.303,318.92,2.66,119.9477,0.0001,0.0000028,4.22,-1,3,2,87.5,,FALSE,5883.961,0.001,8066.588,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1595,0.491,,37.665,,327.93,,119.9477,,0.0000027,6,-1,3,1,93.8,,FALSE,13296.65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1596,1.139,,38.187,,305.39,,691.5406,,0.0000027,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1597,3.039,0.139,16.768,0.016,141.02,0.14,158.912,0.0003,0.0000027,2.36,-1,3,6,95.1,,FALSE,3343.945,0.001,0.001,2155.473,2083.043,0.001,0.001,2600.557,0.001,0.001,0.001,0.001
1598,0.396,,49.452,,395.15,,807.4238,,0.0000027,6,-1,2,1,90.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1599,0.622,,24.2,,202.22,,190.0518,,0.0000027,6,-1,2,1,83,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1600,1.001,,29.86,,244.27,,298.1309,,0.0000027,6,-1,2,1,83,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1601,0.331,0.06,18.413,0.101,164.91,0.92,84.9918,0.0003,0.0000027,3.45,-1,3,4,81.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1602,0.875,0.057,22.942,0.034,189.08,0.28,237.9172,0.0011,0.0000026,3.47,-1,3,3,91.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,3305.614,0.001,0.001,0.001,0.001,0.001
1603,0.369,,45.808,,367.75,,615.458,,0.0000026,6,-1,2,1,91.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,13397.29,0.001,0.001,0.001,0.001
1604,0.546,,24.541,,201.97,,248.9607,,0.0000026,6,-1,3,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1605,0.568,,38.52,,315.71,,302.0664,,0.0000026,6,-1,2,1,80.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1606,2.379,,40.358,,323.34,,646.2662,,0.0000026,6,-1,2,1,96.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1607,1.138,,30.568,,250.31,,293.1517,,0.0000026,6,-1,2,1,80.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1608,0.559,0.102,17.162,0.02,151.88,0.18,92.9287,0.0002,0.0000026,4.26,-1,3,2,97.9,,FALSE,0.001,0.001,0.001,0.001,0.001,5025.675,0.001,0.001,0.001,0.001,8866.223,0.001
1609,3.374,0.034,21.569,0.007,181.76,0.06,163.9873,0.0004,0.0000026,4.23,-1,3,2,81.9,,FALSE,0.001,0.001,0.001,0.001,0.001,7126.646,0.001,0.001,0.001,0.001,0.001,0.001
1610,0.651,0.005,27.005,0.133,222.25,1.11,254.9064,0.0007,0.0000026,4.19,-1,3,2,86,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7815.061
